merchant_id,mcc,mcc_desc,merchant_country,chargeback_rate,merchant_size
1,5912,Drug Stores,US,0.02028093725512174,mid
2,5411,Grocery Stores,US,0.015597256405294161,small
3,5732,Electronics,IN,0.023132718785215788,small
4,6011,ATM/Cash,US,0.04334218465144846,mid
5,5967,Direct Marketing,US,0.0097567590276234,mid
6,7011,Hotels,US,0.004746063908250973,small
7,5999,Misc Retail,US,0.010912859626090928,small
8,5999,Misc Retail,FR,0.02109488798676301,mid
9,5967,Direct Marketing,US,0.045687110902492174,enterprise
10,5411,Grocery Stores,US,0.0012704648214817331,small
11,5411,Grocery Stores,US,0.010846193846373715,mid
12,5411,Grocery Stores,US,0.02575022872400418,small
13,5967,Direct Marketing,FR,0.03491025553142481,small
14,5812,Restaurants,US,0.001983453977415091,mid
15,4829,Money Transfer,DE,0.05861182519519005,small
16,5912,Drug Stores,US,0.022568496781417872,small
17,4111,Transit,IN,0.016916788873028284,enterprise
18,4829,Money Transfer,GB,0.024721069057725746,small
19,5812,Restaurants,US,0.0027336093541829544,small
20,5541,Service Stations,US,0.008406326446634148,small
21,5944,Jewelry,CA,0.029054591650547214,small
22,6011,ATM/Cash,US,0.01889145777271173,mid
23,5967,Direct Marketing,US,0.02517205347014117,small
24,5411,Grocery Stores,CA,0.008175451331495663,small
25,5944,Jewelry,DE,0.056773213249929996,small
26,5999,Misc Retail,US,0.052796663855325776,mid
27,4111,Transit,FR,0.025913659566464093,enterprise
28,5967,Direct Marketing,US,0.021258144370674394,small
29,5967,Direct Marketing,US,0.010058051731178325,mid
30,5912,Drug Stores,US,0.03126890369545116,enterprise
31,7011,Hotels,CA,0.032830477794969226,small
32,5541,Service Stations,US,0.02301263290617256,small
33,7995,Gambling,US,0.05142391208833924,small
34,6011,ATM/Cash,NG,0.017257577774362248,mid
35,5999,Misc Retail,US,0.01820216404591,small
36,5812,Restaurants,US,0.005004029671632585,small
37,5411,Grocery Stores,US,0.03135089260096499,mid
38,5411,Grocery Stores,US,0.02256669903045795,mid
39,5732,Electronics,US,0.010613051681411216,small
40,4829,Money Transfer,BR,0.031727424441214104,small
41,5541,Service Stations,US,0.003488030246004935,small
42,5732,Electronics,US,0.019391297625004612,enterprise
43,4814,Telecom,US,0.017999729971953538,mid
44,4814,Telecom,FR,0.01685006380197997,small
45,5541,Service Stations,US,0.01047296295632523,mid
46,5812,Restaurants,US,0.03157630257685257,small
47,5912,Drug Stores,US,0.04431131680179519,mid
48,5541,Service Stations,US,0.007265744295342693,small
49,5812,Restaurants,US,0.008997697753659354,small
50,7011,Hotels,US,0.017885853432134367,small
51,4814,Telecom,US,0.021378106169923517,small
52,4814,Telecom,US,0.03660380840074098,mid
53,5967,Direct Marketing,NG,0.022865092875163195,small
54,5999,Misc Retail,DE,0.022839662458995408,small
55,4814,Telecom,US,0.010095248822920158,mid
56,5967,Direct Marketing,US,0.03760244366741912,small
57,5411,Grocery Stores,IN,0.03878765240231544,small
58,5944,Jewelry,US,0.036358852897270456,small
59,5812,Restaurants,BR,0.012282114040823057,enterprise
60,4111,Transit,US,0.022203160912418782,mid
61,6011,ATM/Cash,US,0.019806487027793793,mid
62,7011,Hotels,US,0.00807139561082619,mid
63,4111,Transit,DE,0.03718836739356242,small
64,7995,Gambling,US,0.029132974077601886,small
65,7995,Gambling,US,0.014261000791131968,mid
66,5944,Jewelry,US,0.02406226516801429,small
67,5967,Direct Marketing,NG,0.03629402978729393,enterprise
68,5812,Restaurants,CA,0.006793745049520036,small
69,5732,Electronics,DE,0.03397252929177197,small
70,6011,ATM/Cash,US,0.0435606008123723,small
71,5732,Electronics,FR,0.020185563275053123,small
72,7011,Hotels,US,0.02512051625687887,mid
73,5944,Jewelry,US,0.03276594736631738,mid
74,4829,Money Transfer,US,0.042316640480258697,mid
75,5541,Service Stations,US,0.02131809308207431,mid
76,4829,Money Transfer,US,0.040610747381398415,small
77,4814,Telecom,US,0.01536041343671226,small
78,5411,Grocery Stores,CA,0.007116747503186067,mid
79,5967,Direct Marketing,CA,0.029630446666422984,small
80,5732,Electronics,US,0.0013559921900311968,small
81,5541,Service Stations,DE,0.02362262298269872,small
82,4111,Transit,US,0.002227448287588459,mid
83,7995,Gambling,US,0.021209986075128657,mid
84,4111,Transit,US,0.010755340470404695,small
85,5411,Grocery Stores,US,0.04718656799348793,small
86,6011,ATM/Cash,US,0.0433830874537548,small
87,5999,Misc Retail,US,0.01394703860129509,small
88,5812,Restaurants,CA,0.02635999500431071,small
89,4111,Transit,US,0.01150882073595919,mid
90,7995,Gambling,FR,0.049111739055483675,enterprise
91,5812,Restaurants,MX,0.0052475179913323315,mid
92,4829,Money Transfer,US,0.01945422893979469,mid
93,7995,Gambling,US,0.03846342898296505,enterprise
94,4829,Money Transfer,US,0.025504318382260707,mid
95,4814,Telecom,US,0.016488476561726435,small
96,5411,Grocery Stores,US,0.021189307891830413,mid
97,5912,Drug Stores,US,0.00290143890876704,small
98,4829,Money Transfer,US,0.038350342396608506,small
99,4111,Transit,US,0.003248935215729919,small
100,5812,Restaurants,US,0.028403901127971923,mid
101,5812,Restaurants,US,0.026010081574517008,mid
102,4111,Transit,US,0.006724353669969301,mid
103,7995,Gambling,CA,0.018699831980344195,small
104,5541,Service Stations,US,0.005891348874927282,small
105,5912,Drug Stores,US,0.00662221146178134,mid
106,7995,Gambling,US,0.020843571342644092,mid
107,7011,Hotels,US,0.0310582245150086,small
108,5411,Grocery Stores,US,0.007202193034798003,small
109,5411,Grocery Stores,US,0.01045740356791637,small
110,5541,Service Stations,US,0.0066607948841650565,mid
111,4111,Transit,US,0.03737233875783524,small
112,5999,Misc Retail,US,0.005112963293537836,mid
113,5411,Grocery Stores,CA,0.033945518566968466,small
114,5967,Direct Marketing,US,0.05347295965937858,enterprise
115,4814,Telecom,US,0.01157208403206061,small
116,7995,Gambling,US,0.04160696429427785,mid
117,5541,Service Stations,US,0.011707013934117038,mid
118,4814,Telecom,US,0.00916066818464377,mid
119,4829,Money Transfer,US,0.025291112383085027,mid
120,4814,Telecom,US,0.025611319767138884,small
121,5999,Misc Retail,NG,0.03622215478693065,small
122,5732,Electronics,US,0.011561558076535047,small
123,4829,Money Transfer,US,0.01596170856967251,mid
124,5411,Grocery Stores,US,0.00319952993252137,mid
125,5541,Service Stations,US,0.0072522297703553834,small
126,5812,Restaurants,US,0.043414411123035866,mid
127,7995,Gambling,US,0.024974382265383333,small
128,7011,Hotels,FR,0.016882510571104518,small
129,5812,Restaurants,DE,0.0168076533524674,small
130,4829,Money Transfer,US,0.023636181360820296,mid
131,4111,Transit,US,0.006486488946701235,small
132,5541,Service Stations,US,0.013653563370377174,mid
133,4829,Money Transfer,US,0.019069412911347405,mid
134,4814,Telecom,CA,0.014337015432123762,small
135,5812,Restaurants,US,0.028419670635809177,small
136,6011,ATM/Cash,US,0.0238070143434575,mid
137,5411,Grocery Stores,US,0.02540903555220984,mid
138,5967,Direct Marketing,US,0.018825533363851926,small
139,5732,Electronics,US,0.0049342663260910306,small
140,5999,Misc Retail,US,0.01907173627405868,small
141,5411,Grocery Stores,US,0.01765158774516292,small
142,4829,Money Transfer,US,0.011186935061554697,small
143,4111,Transit,US,0.020540682073168105,mid
144,7995,Gambling,US,0.027216928809509607,small
145,6011,ATM/Cash,GB,0.027295087001508934,mid
146,4111,Transit,US,0.03123660765910057,small
147,5999,Misc Retail,US,0.01382240039982716,mid
148,5944,Jewelry,US,0.03582261275705164,enterprise
149,4111,Transit,US,0.003346982170138542,small
150,5541,Service Stations,US,0.0029507013281336353,small
151,6011,ATM/Cash,US,0.018498384756726088,small
152,6011,ATM/Cash,US,0.015611033794226875,small
153,5541,Service Stations,US,0.02815404786339378,mid
154,4814,Telecom,US,0.010185288741436087,mid
155,5967,Direct Marketing,US,0.01788967866495956,mid
156,6011,ATM/Cash,US,0.012462898134163004,enterprise
157,5912,Drug Stores,US,0.0391477584586753,small
158,6011,ATM/Cash,CA,0.028231844271136237,small
159,5411,Grocery Stores,GB,0.00709409027264858,small
160,7995,Gambling,US,0.030225104964047136,mid
161,4111,Transit,US,0.023296690056259808,small
162,5411,Grocery Stores,US,0.01818993121762575,small
163,5944,Jewelry,US,0.039009548060839436,enterprise
164,5999,Misc Retail,US,0.012059768719310698,small
165,6011,ATM/Cash,CA,0.025339146715822637,small
166,5967,Direct Marketing,US,0.028610986168257368,small
167,7995,Gambling,US,0.02028783417497243,small
168,7995,Gambling,GB,0.04711912071734232,small
169,5411,Grocery Stores,US,0.005997343376398813,small
170,5967,Direct Marketing,US,0.02736078603234436,small
171,4814,Telecom,US,0.044675922269776784,mid
172,5732,Electronics,US,0.017193139256723514,small
173,5812,Restaurants,US,0.023770881814675432,mid
174,4111,Transit,US,0.006555353251156371,mid
175,5967,Direct Marketing,US,0.03089343714178653,mid
176,5967,Direct Marketing,US,0.01396699379177969,mid
177,5812,Restaurants,DE,0.018520217741372014,small
178,5944,Jewelry,US,0.03179381371051012,small
179,5812,Restaurants,US,0.028457737893224963,small
180,5732,Electronics,US,0.0033788630731643792,small
181,7011,Hotels,US,0.010831752755100236,mid
182,5411,Grocery Stores,CA,0.032540935235624124,small
183,5812,Restaurants,FR,0.022652732599166624,small
184,5967,Direct Marketing,CA,0.029435540330769675,small
185,7995,Gambling,MX,0.019213113767773543,mid
186,6011,ATM/Cash,US,0.02837187989261137,small
187,4111,Transit,US,0.02320431677092787,small
188,7011,Hotels,US,0.023593685005333646,mid
189,5411,Grocery Stores,BR,0.023979014481848384,mid
190,4111,Transit,US,0.03354581025728107,small
191,5944,Jewelry,US,0.01331283305404066,small
192,5912,Drug Stores,CA,0.020567387925290885,mid
193,7011,Hotels,US,0.0048117372962479445,small
194,5732,Electronics,MX,0.023793671470722127,enterprise
195,5967,Direct Marketing,US,0.015556454249822188,mid
196,5912,Drug Stores,FR,0.01564994639257605,mid
197,5812,Restaurants,US,0.016447774512767143,mid
198,5912,Drug Stores,US,0.03397998254204962,enterprise
199,5912,Drug Stores,US,0.013989430438071512,small
200,6011,ATM/Cash,US,0.03256426808539921,small
201,5541,Service Stations,US,0.014573615640464202,mid
202,5732,Electronics,IN,0.030632444893377922,small
203,5541,Service Stations,DE,0.01379975755748357,mid
204,6011,ATM/Cash,MX,0.035747642807267596,small
205,4814,Telecom,US,0.023327962928760042,small
206,7011,Hotels,US,0.02506437477610373,small
207,6011,ATM/Cash,DE,0.029591949908726236,mid
208,5411,Grocery Stores,US,0.01191098758892275,small
209,4814,Telecom,US,0.014824435226817242,small
210,5732,Electronics,US,0.006387160136556795,small
211,5732,Electronics,FR,0.009102032037697248,small
212,5912,Drug Stores,US,0.002593599493704628,mid
213,5812,Restaurants,US,0.011796047420770887,enterprise
214,4814,Telecom,US,0.012929035120684268,mid
215,6011,ATM/Cash,US,0.030972952129796016,small
216,5967,Direct Marketing,US,0.04791891348580237,small
217,5541,Service Stations,US,0.018946248675655915,enterprise
218,5944,Jewelry,US,0.0386371866366198,mid
219,5812,Restaurants,US,0.0064826635157682055,mid
220,5944,Jewelry,US,0.04459383013269458,small
221,4111,Transit,US,0.002607833268666744,small
222,5967,Direct Marketing,MX,0.05218751578359264,small
223,5411,Grocery Stores,US,0.0012642794610578645,small
224,5944,Jewelry,US,0.06,small
225,7011,Hotels,US,0.020341612492994005,mid
226,4111,Transit,IN,0.02769087066401707,small
227,4111,Transit,CA,0.023021076905086646,small
228,4814,Telecom,US,0.015362372924521106,mid
229,7995,Gambling,US,0.013475149546598727,enterprise
230,5732,Electronics,US,0.01824549359508354,small
231,7011,Hotels,CA,0.024633242131748025,small
232,5411,Grocery Stores,NG,0.03518151293920819,mid
233,5944,Jewelry,US,0.03710761494247181,enterprise
234,4814,Telecom,GB,0.016941864477440678,mid
235,4111,Transit,US,0.0015806527023718578,small
236,5944,Jewelry,US,0.01681684100038982,mid
237,5541,Service Stations,US,0.013243635406142571,mid
238,5541,Service Stations,US,0.02046211708945543,small
239,5967,Direct Marketing,US,0.02115819233652688,small
240,4829,Money Transfer,US,0.03832822288711374,mid
241,6011,ATM/Cash,US,0.03382316974028417,mid
242,5411,Grocery Stores,US,0.010624149248570141,small
243,4111,Transit,FR,0.025830089791126144,mid
244,5944,Jewelry,US,0.028764111217345442,mid
245,5411,Grocery Stores,CA,0.043166831353638226,small
246,4829,Money Transfer,US,0.026685234618352566,small
247,6011,ATM/Cash,US,0.03331566938402699,small
248,5999,Misc Retail,DE,0.022160526129877164,enterprise
249,4111,Transit,CA,0.012338732764781282,small
250,5967,Direct Marketing,CA,0.015887693177163258,mid
251,6011,ATM/Cash,US,0.03355145838332386,small
252,6011,ATM/Cash,US,0.025751086915850888,mid
253,4829,Money Transfer,US,0.024750862827743497,enterprise
254,5944,Jewelry,US,0.022302304104311464,enterprise
255,4829,Money Transfer,CA,0.018142655886656676,mid
256,4829,Money Transfer,US,0.028099625985034023,small
257,5411,Grocery Stores,US,0.016577289245174272,small
258,4814,Telecom,US,0.017343037319784014,small
259,5999,Misc Retail,MX,0.016976450400067476,mid
260,7011,Hotels,US,0.015433066726137814,small
261,5912,Drug Stores,US,0.005647916477063715,small
262,4814,Telecom,US,0.025160010459499425,small
263,6011,ATM/Cash,DE,0.04093336290928096,mid
264,5732,Electronics,GB,0.018523192956725214,small
265,4814,Telecom,US,0.004686462469893043,small
266,5999,Misc Retail,FR,0.02026334254544985,small
267,5944,Jewelry,US,0.05021677155039267,small
268,5812,Restaurants,US,0.0041130643643012416,mid
269,5967,Direct Marketing,GB,0.035511279849873276,mid
270,5732,Electronics,US,0.0006201010975251691,mid
271,4111,Transit,US,0.0217311622166794,small
272,6011,ATM/Cash,US,0.035223886393822304,small
273,5411,Grocery Stores,NG,0.009133831135471754,mid
274,4829,Money Transfer,US,0.037984799757364796,small
275,7995,Gambling,US,0.030610794408496334,mid
276,4829,Money Transfer,US,0.02008777508438521,enterprise
277,4111,Transit,US,0.025397097235339134,small
278,5912,Drug Stores,US,0.02234856621478019,mid
279,7995,Gambling,US,0.03494326346269225,small
280,7995,Gambling,CA,0.030682971438082154,small
281,5967,Direct Marketing,US,0.026678553236935663,small
282,7995,Gambling,IN,0.021559052203818443,mid
283,5732,Electronics,CA,0.01316153149929961,enterprise
284,5912,Drug Stores,US,0.04236537578583674,small
285,5999,Misc Retail,US,0.040096216639652474,mid
286,7995,Gambling,US,0.04651552861601142,small
287,5732,Electronics,US,0.017312338291366396,small
288,5732,Electronics,US,0.012160805381635253,mid
289,5411,Grocery Stores,US,0.0016001817663828174,mid
290,4829,Money Transfer,US,0.06,mid
291,6011,ATM/Cash,US,0.036950218280601396,enterprise
292,5541,Service Stations,US,0.01521153583553282,small
293,5812,Restaurants,US,0.010786879868835177,small
294,6011,ATM/Cash,FR,0.026960229944529623,small
295,6011,ATM/Cash,US,0.01969845269284567,mid
296,5967,Direct Marketing,US,0.022043672921821966,small
297,4111,Transit,US,0.020741558892102236,small
298,5944,Jewelry,US,0.03758884893525691,mid
299,5944,Jewelry,US,0.029332595195011822,small
300,5541,Service Stations,US,0.02192231675600318,mid
301,4111,Transit,US,0.012206914499019133,enterprise
302,5541,Service Stations,US,0.017789468554453725,small
303,5944,Jewelry,US,0.02142649238993828,small
304,4829,Money Transfer,CA,0.06,enterprise
305,5812,Restaurants,US,0.01445376777413168,mid
306,5812,Restaurants,US,0.023499291585441878,small
307,5541,Service Stations,US,0.03020586553429167,mid
308,5812,Restaurants,GB,0.036558196026177985,small
309,5411,Grocery Stores,US,0.0047318721118582195,mid
310,4829,Money Transfer,US,0.024231096138543587,small
311,7995,Gambling,US,0.01750504291815366,small
312,5944,Jewelry,MX,0.03759119997203885,mid
313,4111,Transit,US,0.007302091598729718,small
314,5944,Jewelry,US,0.02044756239061226,mid
315,4814,Telecom,US,0.017930433728171827,mid
316,5912,Drug Stores,US,0.01791586460038447,enterprise
317,5912,Drug Stores,US,0.0170356453818512,small
318,7011,Hotels,US,0.025905598454089126,small
319,5732,Electronics,US,0.010894600205134764,small
320,6011,ATM/Cash,US,0.020853686961512696,small
321,5999,Misc Retail,US,0.011732188630325277,small
322,5999,Misc Retail,FR,0.013433669332505008,small
323,4111,Transit,US,0.017705346901439545,small
324,5912,Drug Stores,GB,0.016906559778322474,enterprise
325,5967,Direct Marketing,CA,0.030100422114497864,small
326,5411,Grocery Stores,US,0.02743876534043598,small
327,6011,ATM/Cash,US,0.023817607087002018,mid
328,7995,Gambling,US,0.012948648551117086,small
329,5967,Direct Marketing,US,0.02134053364837559,mid
330,5999,Misc Retail,US,0.009248421294061735,mid
331,5967,Direct Marketing,US,0.01953496234390855,mid
332,5967,Direct Marketing,US,0.01838217056856069,mid
333,7011,Hotels,US,0.019914115492166744,mid
334,5541,Service Stations,US,0.01916350974526235,enterprise
335,5912,Drug Stores,FR,0.027884365040917167,small
336,5912,Drug Stores,US,0.02772208169885057,small
337,7995,Gambling,US,0.025663484558538605,mid
338,4829,Money Transfer,US,0.0313864754773496,small
339,4111,Transit,US,0.022166958697232474,small
340,4829,Money Transfer,IN,0.03171844900244399,mid
341,5944,Jewelry,US,0.043787565435707776,small
342,4814,Telecom,FR,0.010833137222045437,small
343,5944,Jewelry,BR,0.02680304246584931,mid
344,5967,Direct Marketing,US,0.06,small
345,5967,Direct Marketing,US,0.025536061622728198,small
346,5912,Drug Stores,US,0.01735077156956196,mid
347,7995,Gambling,US,0.015770198125519896,mid
348,7011,Hotels,MX,0.016516499971042133,small
349,5967,Direct Marketing,US,0.01665853039265723,small
350,5912,Drug Stores,FR,0.017619572205513703,small
351,6011,ATM/Cash,US,0.022082350220579597,mid
352,7011,Hotels,US,0.013892047585749514,small
353,4829,Money Transfer,US,0.01944519463143715,mid
354,6011,ATM/Cash,US,0.00866053717180235,mid
355,5999,Misc Retail,US,0.012769050060243843,small
356,6011,ATM/Cash,US,0.04456725779412752,mid
357,5912,Drug Stores,US,0.02429212705606439,enterprise
358,5411,Grocery Stores,BR,0.019337350125917262,mid
359,4111,Transit,US,0.014934490514435307,small
360,5732,Electronics,US,0.0024769232372119556,small
361,5812,Restaurants,US,0.004675487233570201,mid
362,4829,Money Transfer,US,0.05007018484819309,mid
363,5411,Grocery Stores,US,0.008198289437965774,small
364,7995,Gambling,US,0.025211307486138507,small
365,5541,Service Stations,US,0.01911528635328067,mid
366,5999,Misc Retail,US,0.013348318911025421,small
367,5912,Drug Stores,US,0.006806908517134551,small
368,5732,Electronics,US,0.010303636203487183,small
369,4814,Telecom,US,0.014127793002546152,small
370,5999,Misc Retail,US,0.0075067229982475805,small
371,5944,Jewelry,US,0.027250979411123078,small
372,7011,Hotels,US,0.0033072918576767998,small
373,5944,Jewelry,US,0.024253831116760303,small
374,7011,Hotels,US,0.0191582063847701,small
375,5732,Electronics,US,0.002749145779508187,small
376,4111,Transit,MX,0.03901828205162944,small
377,4814,Telecom,GB,0.017881094093862977,small
378,7011,Hotels,US,0.013113279120337901,small
379,5967,Direct Marketing,US,0.01455113315971658,mid
380,4111,Transit,US,0.031734709494687006,small
381,5999,Misc Retail,US,0.01718617382255758,mid
382,5411,Grocery Stores,CA,0.02573838085179863,small
383,5732,Electronics,US,0.008563706317198277,small
384,5411,Grocery Stores,US,0.029558065907844502,small
385,5411,Grocery Stores,US,0.012463360035084213,small
386,5732,Electronics,US,0.0395600422971973,small
387,5999,Misc Retail,US,0.0036780325883280906,mid
388,5967,Direct Marketing,US,0.020562710780539548,small
389,5944,Jewelry,DE,0.028994300223022913,small
390,6011,ATM/Cash,US,0.03842095727875317,small
391,4111,Transit,BR,0.022260315463719618,enterprise
392,5812,Restaurants,US,0.013150661681216416,small
393,6011,ATM/Cash,MX,0.04372160422506909,small
394,7011,Hotels,DE,0.024648961868385128,small
395,7011,Hotels,US,0.015508332117710374,enterprise
396,7995,Gambling,CA,0.03161831984522685,mid
397,5912,Drug Stores,US,0.0030897202879636505,small
398,7011,Hotels,US,0.03241974101069018,small
